listing_id,url,title,property_type,price,price_azn,location,address,rooms,area,floor,total_floors,description,features,agent_name,phone,date_posted,listing_code,view_count,has_document,is_credit_available,latitude,longitude,scraped_at
a,https://arenda.az/kiraye-gunluk-2-otaqli-yeni-tikili-nerimanov-rayonu-genclik-metrosu-boyuksor-qes-asiq-ali-kuc-ev-4-a,Kirayə (günlük) Yeni Tikili,Yeni Tikili,50,50,"28 May m., 28 Mall, Nəsimi r.",Aşıq Alı küç. ev 4 a,2,65,16,18,"Ev yalnız günlük verilir. Aylıq olaraq istəməyin. uzun müddətli tələb etməyin. çünki 1 klent evi zanit etdisə başqalarına atqaz edib onları itirməməyi seçirik. əsasən 4 saatlıq, yarım günlük və 1 gecəlik. verilir. Ad günü və digər yığıncaqlara partilərə minimum 4 ya 5 saatlıq verilir və hamısına yararlı evdi. mətbəx şəraiti qab qacağı, digər texnikaları soba filan hamısı var. satılana qədər ancaq günlük olaraq kirayə verilir. Aylıq və uzunmüddətli qəti ev verilmir. Hazırda əldə bu şərtlərlə icarəlik 2 ev var.","Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Kombi, Mərkəzi qızdırıcı sistem, Kondisioner, Mətbəx mebeli, Avtodayanacaq",Miri Qenberov (Əmlak sahibi),(055) 736-10-00,17.12.2025,8892563,770,Xeyr,Xeyr,40.37336527040737,49.835700083690874,2026-01-01T15:02:38.700771
1,https://arenda.az/kiraye-ayliq-2-otaqli-kohne-tikili-nesimi-rayonu-28-may-metrosu-azadliq-prospekti-72-menzil-173-1,Kirayə (aylıq) Köhnə Tikili,Köhnə Tikili / Arxitekturni,650,650,"İnşaatçılar m., Yeni Yasamal qəs., Yasamal r.",Azadliq prospekti 72. Menzil 173,2,50,4,4,"Merkezde!Azadliq prospekti,Dostluq kinoteatrinin yani.4 Mertebeli binanin 4 cu mertebesinde tam eşyali ve ela temirli 2 otaqli menzil.Qiymet 900 Azn",,Ferid bey (Əmlak sahibi),(055) 552-54-55,09.12.2025,9899199,810,Xeyr,Xeyr,,,2026-01-01T15:02:39.008436
20,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-yeni-masazir-yasayis-kompleksi-20,Satılır Yeni Tikili,Yeni Tikili,82 000,82 000,"Masazır, Abşeron r.",Abşeron rayon Masazır qəsəbəsi Yeni Masazir yasayis kompleksi,3,90,10,11,Abşeron rayon Masazır qəsəbəsi Yeni Masazir yasayis kompleksi.Yaxinliginda Məktəb Baxça fəaliyyət göstərir.Su İşıq Qaz ve Lift daimidır.Bina 11 mərtəbəlidir.Mənzil ise 10 cu mərtəbədir.Senedleri tam qaydasindadir(Kupca var).,,RA Əmlak Abşeron (Vasitəçi),(050) 478-73-07,01.01.2026,4306930,219,Bəli,Xeyr,,,2026-01-01T15:02:39.734315
kompleksi,https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-qes-yasamal-rayonu-park-yasamal-yasayis-kompleksi,Satılır Yeni Tikili,Yeni Tikili,340 000,340 000,"İnşaatçılar m., Yasamal qəs., Yasamal r.",Yasamal Rayonu Park Yasamal Yasayis kompleksi,3,86,12,16,Mənzil Satilir Yasamal Rayonu Park Yasamal Yasayis kompleksində 3 otag Radnoy 86 kv 16\12.Əla təmirli təmirdən sonra yasayis olmayib mənzildə.Mənzil Yelcəkəndi skvaznoy.2 sanuzel (hamam tualet).Qaz su isig və lift daimdir.1 boyuk Qonag otagi 2 yatag otagi 1 mətbəxt.Real olan mustəriyə endirim olunacag.Ətrafli məlumat ucun əlaqə saxlayin.Ofis haqqi 1%,"Təmirli, Qaz, Su, İşıq, Lift, Balkon, Kombi, Avtodayanacaq",Adil (Vasitəçi),(070) 281-00-93,01.01.2026,9355050,310,Bəli,Bəli,40.37336527040737,49.835700083690874,2026-01-01T15:02:40.366531
2470,https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2470,Satılır Yeni Tikili,Yeni Tikili,110 000,110 000,"Masazır, Abşeron r.",Masazır,2,48,6,6,,"Təmirli, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Balkon, Kombi, Mərkəzi qızdırıcı sistem, Kondisioner, Mətbəx mebeli, Əşyalı, Avtodayanacaq, Düzəlmə, Hovuz",İlkin (Vasitəçi),(050) 202-72-25,01.01.2026,9318730,245,Bəli,Xeyr,40.37336527040737,49.835700083690874,2026-01-01T15:02:40.891181
1677,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1677,Satılır Yeni Tikili,Yeni Tikili / Qurtuluş-93 - Masazır,110 000,110 000,"Masazır, Abşeron r.",Masazır,3,70,6,6,"ƏŞYALI SATILIR,Masazir qəsəbəsi qurtuluş 93 yaşayış kompleksində, umumi sahəsi 70,kv m olan,3 otaqa duzəlmiş,təmirli mənzil satilir. Mənzil 6 mərtəbəli binanin 6 ci mərtəbəsində yerləşir. binanin,kupçasi var. Qiymət 78.500 azn.","Təmirli, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Balkon, Kombi, Mərkəzi qızdırıcı sistem, Kondisioner, Mətbəx mebeli, Əşyalı, Avtodayanacaq, Düzəlmə, Hovuz",Qurtuluş Əmlak (Vasitəçi),(050) 202-72-25,01.01.2026,8797971,249,Bəli,Xeyr,,,2026-01-01T15:02:41.504325
1,https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-yasamal-ray-zahid-xelilov-kuc-elmler-m-1,Satılır Köhnə Tikili,Köhnə Tikili / Leninqrad,230 000,230 000,"Nizami m., Yasamal r.",Yasamal ray. Zahid Xəlilov küç. Elmlər m.,3,80,3,9,"Emlər mətrosuna piyada məsafədə, prestijli küçədə 9 mərtəbəli Lelinqrad proyektli binanın 3-cü mərtəbəsində Qanuni 3 otaq təmirli və razılaşma yolu ilə əşyalı mənzil satılır. Lift yeni dəyişilir hal-hazırda təmir gedir. Binanın ətrafında Yasamal parkı, məktəb, bağça, restoronlar, super-marketlər və s. İaşə obyektləri mövcüddur. Ətraflı məlumat üçün əlaqə saxlayın. Ofis haqqı 1%",,Əli (Vasitəçi),(055) 687-11-17,22.12.2025,2523282,137,Bəli,Xeyr,,,2026-01-01T15:02:41.941279
54,https://arenda.az/satilir-3-otaqli-kohne-tikili-xirdalan-nizami-54,Satılır Köhnə Tikili,Köhnə Tikili / Minsk,112 000,112 000,Xırdalan ş.,Nizami 54,3,65,1,5,Xırdalan şəhəri Sultan şadlıq sarayının yaxınlığında köhnə tikili binada yeni təmirli mənzil. Mənzil 5 mərtəbəli binanın 1 ci mərtəbəsindədəir. Əlavə olaraq 1 sot torpaq sahəsidə var. İstifadə etmək mümkündür. Mənzil 3 otağa düzəldilib. Qaz su işıq daimidir. İstilik sistemi kombidir. Sənəd KUpça. Satışda başqa evlərdə var. Ətraflı məlumat üçün zəng və ya va vatsapl əlaqə saxlaya bilərsiniz.,"Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Kombi, Mətbəx mebeli, Avtodayanacaq",Elçin bəy (Vasitəçi),(077) 522-11-33,30.12.2025,5828367,570,Bəli,Xeyr,40.4569925721267,49.74909512134037,2026-01-01T15:02:42.901538
1660,https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1660,Satılır Yeni Tikili,Yeni Tikili / Qurtuluş-93 - Masazır,66 000,66 000,"Masazır, Abşeron r.",Masazır,3,72,3,9,"Masazir qəsəbəsi Qurtuluş 93 yaşayış kompleksində umumi sahəsi 72 kv m olan 3 otaqlı təmirli mənzil satilir. Mənzil 9 mərtəbəli binanın 3 cü mərtəbəsində yerləsir. Şəhərcikde Məkteb baxca, futbol meydancaları 24 saat mərkəzi istilik var.Binada su isg daimidir qaz xətti çəkilib yaxn vaxlarda binaya qaz veriləcəy. Lift var. Mənzil kupcalıdır KREDİT BARTER YOXDUR. Qiymət 110 000 azn","Təmirli, Su, İşıq, Telefon, İnternet, Kabel TV, Lift, PVC pəncərə, Balkon, Kombi, Mərkəzi qızdırıcı sistem, Mətbəx mebeli, Avtodayanacaq, Düzəlmə",Qurtuluş Əmlak (Vasitəçi),(050) 202-72-25,01.01.2026,1183495,256,Bəli,Xeyr,,,2026-01-01T15:02:43.432511
6,https://arenda.az/satilir-2-otaqli-kohne-tikili-yasamal-rayonu-nizami-metrosu-yasamal-rayonu-izmir-kucesi-6,Satılır Köhnə Tikili,Köhnə Tikili / Leninqrad,109 000,109 000,"Elmlər akademiyası m., Yasamal r.",Yasamal Rayonu İzmir kucəsi.,2,52,4,9,Mənzil Satilir Yasamal Rayonu İzmir kucəsi.Həyat Rezidenslə uzbəuz.2 otag 52 kv 9\4 Lelinqrad proyekt.Təmirli Əsyali satilir.Polu parket.İstilik sistemi kombi. Hamam tualet ayri ayri.Ətrafli məlumat ucun əlaqə saxlayin.Ofis haqqi 1%,"Təmirli, Qaz, Su, İşıq, İnternet, Kabel TV, Lift, Kombi, Kondisioner, Mətbəx mebeli, Əşyalı, Avtodayanacaq",Adil (Vasitəçi),(070) 281-00-93,01.01.2026,2253838,239,Bəli,Xeyr,,,2026-01-01T15:02:43.931564
6,https://arenda.az/satilir-3-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-baki-seheri-suraxani-rayonu-yeni-gunesli-qesebesi-6,Satılır Köhnə Tikili,Köhnə Tikili / Kiyev,135 000,135 000,"Köhnə Günəşli qəs., Xətai r.",Bakı şəhəri Suraxanı rayonu Yeni Günəşli qəsəbəsi,3,80,5,9,"İPOTEKAYA YARARLI!!! Bakı şəhəri Suraxanı rayonu Yeni Günəşli qəsəbəsi AB massivində 9 mərtəbəli kiyev lahiyəli binanın 5-ci mərtəbəsində ümumi sahəsi 80 m² olan, qanuni 3 otaqlı mənzil satılır. Mənzil tam təmirlidir, kupçalıdır, ipotekaya tam yararlıldır, orta blokda yerləşir. İstilik sistemi kombidir, qaz, işıq və su daimidir. Binanın lifti var və işlək vəziyyətdədir. Ətrafda məktəblər, bağça və marketlər də mövcuddur. Qiyməti 170000 Azn-dir. Qeyd. Mənzilə baxış keçirmək və əlavə məlumat almaq üçün əlaqə saxlaya bilərsiniz. Şirkət komissiyası 1% təşkil edir.","Təmirli, Qaz, Su, İşıq, Lift, PVC pəncərə, Balkon, Kombi, Mətbəx mebeli",Ləman xanım (Vasitəçi),(077) 444-27-82,30.12.2025,9321541,748,Bəli,Bəli,,,2026-01-01T15:02:44.487914
26,https://arenda.az/satilir-2-otaqli-kohne-tikili-nerimanov-rayonu-genclik-metrosu-azadliq-prospekti-26,Satılır Köhnə Tikili,Köhnə Tikili / Xruşovka,258 000,258 000,"Gənclik m., Gənclik Mall, Nərimanov r.",Azadlıq prospekti,2,52,3,5,"Kooperasiya universitetinə yaxın. 5 mərtəbəli binanın 3-cü mərtəbəsində, QANUNİ, 2 otaqlı mənzil satılır. Daimi qaz, işıq, su. . XİDMƏT HAQQI: 1%","Təmirli, Qaz, Su, İşıq, İnternet, PVC pəncərə, Kondisioner, Mətbəx mebeli",Namiq (Vasitəçi),(050) 209-37-79,30.12.2025,2704926,551,Bəli,Xeyr,40.408820568567066,49.83591466041209,2026-01-01T15:02:45.301730
20,https://arenda.az/kiraye-gunluk-2-otaqli-kohne-tikili-sebail-rayonu-28-may-metrosu-28-may-20,Kirayə (günlük) Köhnə Tikili,Köhnə Tikili / Eksperimental,50,50,"28 May m., 28 Mall, Nəsimi r.",28 may 20,2,52,3,5,"Şəhərin mərkəzində şəhərimizə gələn qonaqlar üçün günlük mənzil kirayə verilir.Mənzildə hər bir şərait var(kondisioner,paltaryuyan və s.)bir sıra əşyalar mövcuddur.Binanın həyətində avtomobil saxlamaq üçün var.Blok kod vasitəsilədir.Lifti yoxdur.Mənzil minimum 2-3 günlük verilir.Qiymət mənzildəki müddətə görə dəyişir.50-70 AZN","Təmirli, Qaz, Su, İşıq, İnternet, Kabel TV, PVC pəncərə, Kombi, Mərkəzi qızdırıcı sistem, Kondisioner, Mətbəx mebeli, Avtodayanacaq",Kənan (Əmlak sahibi),(055) 332-10-01,31.12.2025,4461036,800,Xeyr,Xeyr,40.37653626150205,49.848177720027856,2026-01-01T15:02:45.499772
2,https://arenda.az/kiraye-gunluk-3-otaqli-bag-evi-qusar-qusar-cilegir-2,Kirayə (günlük) Bağ evi,Bağ evi,100,100,Qusar ş.,Qusar cilegir,3,,,,Qusar rayonu çiləgir kendi Şahdağa geden yolda yerləşir ev hər şəraiti var,"Təmirli, Qaz, Su, İşıq, İnternet, Kabel TV, PVC pəncərə, Kombi, Mərkəzi qızdırıcı sistem, Mətbəx mebeli, Avtodayanacaq",Xetice (Əmlak sahibi),(050) 991-14-88,31.12.2025,1684977,394,Xeyr,Xeyr,41.399386805651616,48.37405699021291,2026-01-01T15:02:45.641243
28,https://arenda.az/kiraye-gunluk-3-otaqli-bag-evi-qusar-n-hebibov-kucesi-28,Kirayə (günlük) Bağ evi,Bağ evi,80,80,Qusar ş.,N.Hebibov kucesi 28,3,,,,"Qusarda ela temirli seaitli heyet evi gunluk kiraye verilir. WiFi,besedka, heyetinde mangali var.","Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Kombi, Mərkəzi qızdırıcı sistem, Mətbəx mebeli, Avtodayanacaq",Duruye (Əmlak sahibi),(055) 855-09-66,31.12.2025,5258337,912,Xeyr,Xeyr,41.425601109947834,48.41790858086787,2026-01-01T15:02:45.840533
2,https://arenda.az/kiraye-gunluk-3-otaqli-heyet-evi-villa-qusar-qusar-r-2,Kirayə (günlük) Həyət evi/villa,Həyət evi/villa,100,100,İsmayıllı ş.,Qusar r,3,,,,"Salam. Gördüyünüz bu ev günlük kiraye verilir. Qonaqların istiraheti üçün her bir şerait (manqal, samovar, wifi,ve.s). Ev daga, çaya, markete, restaranlara yaxındı. Ev Qusarda, Shahdag yolunda yerlesir.Evde 7 qonag qala bilir.","Təmirli, Qaz, Su, İşıq, İnternet, PVC pəncərə, Kombi, Mərkəzi qızdırıcı sistem, Mətbəx mebeli",Elvin (Vasitəçi),(070) 905-21-10,01.01.2026,2833321,1192,Xeyr,Xeyr,40.37336527040737,49.835700083690874,2026-01-01T15:02:46.095288
3,https://arenda.az/kiraye-gunluk-3-otaqli-yeni-tikili-nesimi-rayonu-28-may-metrosu-suleyman-rustem-kucesi-3,Kirayə (günlük) Yeni Tikili,Yeni Tikili,70,70,"28 May m., Sirk, Nəsimi r.",Suleyman Rustem kucesi,3,160,2,16,"Skandinaviya toxunuşu ilə müasir üslub. Mənzilin rahatlığı, komfortu sizdə özünüzü evdəki kimi hiss etmək arzusunu yaratmağa və sabahın uğuruna inam yaratmağa çalışacaq. Mənzildə iş üçün və axşamlar sakit oxumaq üçün ən yaxşı işıqlandırma var, mənzil mərkəzi istilik sistemi ilə də təchiz olunub. Yataq otaqlarında əlavə yataq dəsti, dəsmal, isti yorğan, qarderob, güzgü, kondisioner var. Mətbəxdə mikrodalğalı soba, paltaryuyan, yemək masası, soyuducu, soba, çaydan, qab-qacaq, stəkan və yemək qabları daxil olmaqla bütün əşyalar var. Qonaq otağı plazma televizor, divan, əlavə qatlanan çarpayı və limitsiz Wi-Fi internetlə təchiz olunub. Mənzilin iki eyvanı, bir hamam tualeti və digər otaqda bir əlavə tualeti var. Binanın ətrafında univermaqlar, milli mətbəx müəssisələri, spa-salon, apteklər, bank var. Piyada 2 dəqiqəlik yolda 28 Mall ticarət mərkəzi, həm də piyada 2 dəqiqəlik məsafə, məşhur Heydər Əliyev adına saray, Üzeyir Hacıbəyov adına abidəsi olan Azərbaycan Konservatoriyası. Mərkəzi metro xətti ""28 May"" Həmçinin yapon restoranı ""Chio Chio San"" (Sonra təşəkkür edərsiz). Məşhur Nizami küçəsinə piyada 10 dəqiqəlik məsafədə, başqa sözlə ""Torqovaya"". Və daha 5 dəqiqə əsas küçə ilə enərkən Milli Parkı (Bulvar) görəcəksiniz. Qiymət gün sayına görə dəyişiləcək. 50-70 azn (29-41$).","Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, Lift, PVC pəncərə, Balkon, Kombi, Kondisioner, Mətbəx mebeli, Əşyalı, Avtodayanacaq, Mərkəzi qızdırıcı sistem",Elnara (Əmlak sahibi),(055) 202-28-12,31.12.2025,372627,888,Xeyr,Xeyr,40.37336527040737,49.835700083690874,2026-01-01T15:02:46.428050
17,https://arenda.az/satilir-1-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-mireli-seyidov-kucesi-17,Satılır Köhnə Tikili,Köhnə Tikili / Xruşovka,230 000,230 000,"Nizami m., Yasamal r.",Mirəli Seyidov küçəsi,1,35,4,5,,"Təmirli, Qaz, Su, İşıq, İnternet, Kabel TV, PVC pəncərə, Balkon, Kondisioner, Mətbəx mebeli, Əşyalı",Yeni ev (Vasitəçi),(055) 246-26-27,30.12.2025,5567636,734,Bəli,Xeyr,40.3759499918133,49.80530260892509,2026-01-01T15:02:46.990265
371,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xirdalan-xirdalan-371,Satılır Həyət evi/villa,Həyət evi/villa,135 000,135 000,"Masazır, Abşeron r.",Xırdalan,4,130,,,Daxili Kreditlə Faizsiz Tək Şəxsiyyət Vəsiqəsi İlə İlkin Ödəniş 50.000 AZN 36 Ayliq Və Ayda 1.250 Manat Ödəməklə Bu Gözəl Evə Sahib Ola Bilərsiniz Qaz Su İşıq Daimidir Sənəd Çıxarişdi Kupça Var Nağd Və Kreditlə Satılır Bütün Kamunallar Mövcuddur Yol Asvalt Yoldu Daha Ətraflı Məlumat Üçün Zəng Və Ya Whatsapp Vasitəsilə Əlaqə Saxlaya Bilərsiniz,"Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Balkon, Kombi, Avtodayanacaq",Arif (Vasitəçi),(077) 717-91-90,01.01.2026,2465634,845,Bəli,Bəli,,,2026-01-01T15:02:47.792553
6,https://arenda.az/satilir-7-otaqli-heyet-evi-villa-xezer-rayonu-bine-qes-xezer-rayon-bine-qesebesi-6,Satılır Həyət evi/villa,Həyət evi/villa,135 000,135 000,"Masazır, Abşeron r.",XƏZƏR RAYON BİNƏ QƏSƏBƏSİ,7,165,,,"Xəzər rayon Binə qəsəbəsində 2 sot içində yeni təmirdən çıxmış tamm təmirli 2 mərtəbəli 4+3 otaqli ev satılır.Evin fundamenti beton tökülüb ve yuxari hissəsində kemeri vardir.Qaz,İşıq,Su(Azərsu) vardir.Ev Şəhid Elmir Orucov küçəsində yerləşir.Evə qədər asvalt yoldur.Köməkçi asvaltin üsdündə yerləşir. Yaxinliqinda market,stromatyallar,mağazalar,məktəb,baxça,apteklər mövcuddur.Evin tam yaninda market yerləşir. Evin kombi xətləri quraşdirilibdir.Ev yerden 15 daş kürsülü evdir.Kuruqavoy qoşa daşla inşa olubdur. Evin bütün aboylari ve lüsturlari asilibdir.Hamam aksesuarlari qoyulub, duş kabin yerine qedee hazirdir.REAL ALICIYA GÖZƏL ENDİRİM OLACAG.Daha ətraflı məlumat üçün qeyd olunan nömrə ilə əlaqa saxlaya bilərsiz.","Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Kombi, Avtodayanacaq",Nihad (Əmlak sahibi),(055) 957-35-66,01.01.2026,2341867,296,Bəli,Bəli,40.45840559552106,50.08541965139909,2026-01-01T15:02:48.307457
540,https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-masazir-masazir-qesebesi-540,Satılır Həyət evi/villa,Həyət evi/villa,135 000,135 000,"Masazır, Abşeron r.",Masazir qəsəbəsi,4,100,,,"Masazir qəsəbəsi Yeni Baki Yaşayiş kompleksinin arxasinda, 4-otaqli Heyet evi satılır. Torpaq sahəsi 2-sot. Su,işıq, qaz, kanalizasiya sistemi var. KUPÇASİ VAR. QİYMƏT. 115000₼.","Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Mətbəx mebeli, Avtodayanacaq",Şabiyev Emin (Vasitəçi),(070) 505-12-12,01.01.2026,1566168,481,Bəli,Bəli,,,2026-01-01T15:02:48.791470
2,https://arenda.az/satilir-5-otaqli-heyet-evi-villa-abseron-rayonu-masazir-xirdalan-2,Satılır Həyət evi/villa,Həyət evi/villa,50 000,50 000,Xırdalan ş.,Xırdalan,5,160,,,Masazırda Yeni Bakı Yaşayış Kompleksin Yanında Tam Şəxsi Tikili 2 Sotda 4 Daş Kürsüdə 5 Otaqlı Həyət Evi Satılır 4 Bir Yani Qoşa Kubik Mərtəbələr Arası Manalit Betondur Sənəd Çıxarişdi Kupça Var Mərkəzi Kanalizasiya Sistemi Var Qaz Su İşıq Daimidir Məktəbə Bağçaya Avtobus Dayanacağına Piyada Məsafəsindədir Həyətə Asanlıqla 3 4 Maşın Daxil Ola Bilir Evimizdə Son Tamamla İşləri Qalib Evimizin Həyətinə Heç Bir Pəncərə Duşmur Qarşisi Açıqdı Daha Ətraflı Məlumat Üçün Zəng Və Ya Whatsapp Vasitəsilə Əlaqə Saxlaya Bilərsiniz Təşəkkürlər,"Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kabel TV, PVC pəncərə, Balkon, Kombi, Avtodayanacaq",Arif (Vasitəçi),(077) 717-91-90,01.01.2026,3651736,464,Bəli,Bəli,40.37336527040737,49.835700083690874,2026-01-01T15:02:49.551562
baglari,https://arenda.az/satilir-6-otaqli-bag-evi-pirallahi-rayonu-dubendi-baglari,Satılır Bağ evi,Bağ evi,235 000,235 000,"Biləcəri qəs., Binəqədi r.",Dübəndi bağları,6,,,,"Ev Dübəndi bağlarında ən prestijli məhəllədə,çimərliyə piyada 15 dəqiqəlik məsafədə yerləşir. Sənəti çıxarışdı. Bir mərtəbə və mansarddan ibarətdir. 1 mətbəx 4 otaq və mansard. Torpaq sahəsi sənətdə 6 sot realda 7 sotdur. Qaz,işıq,su daimidir. 42 metrədən artezian şirin suyu var.İçməyə və suvarmaya istifadə olunur. Həyətində çox sayda bar verən meyvə və şam ağacları var.Həyətində 2 ədəd 2 tonluq su çəni mövcuddur. Ev həm qış həm yayda yaşamağa əlverişlidir. Ətraflı məlumat üçün əlaqə saxlaya bilərsiniz. Ev özümə məxsusdur vasitəçi deyiləm. İşimlə əlaqədar nömrəmə zəng çatmasa WhatsAppdan yaza bilərsiniz.","Təmirli, Qaz, Su, İşıq, İnternet, Kabel TV, PVC pəncərə, Balkon, Kombi, Mərkəzi qızdırıcı sistem, Kondisioner, Mətbəx mebeli, Əşyalı, Avtodayanacaq",Asim (Əmlak sahibi),(050) 574-14-97,29.12.2025,8543992,260,Bəli,Bəli,40.416713349956744,50.29566374940072,2026-01-01T15:02:49.686902
rayonu,https://arenda.az/satilir-7-otaqli-bag-evi-bineqedi-rayonu-bileceri-qes-baki-seheri-bineqedi-rayonu,Satılır Bağ evi,Bağ evi,250 000,250 000,"Şüvəlan, Xəzər r.","Baki seheri,Bineqedi rayonu",7,,,,"SATILIR!!!!!! Biləcərinin ən prestijli hissəsində 2 mərtəbə + zirzəmili möhkəm ev Ünvan: Biləcəri qəsəbəsi, Şans Şadlıq Sarayına yaxın, əsas yola yaxınlıqda (ən yaxşı zonalardan biri) Torpaq sahəsi: 4 sot Ev sahəsi: 2 mərtəbə + 1.70 m hündürlüyündə zirzəmi + qaraj Giriş Ev şəxsi yaşayış üçün tikilib, keyfiyyətli materiallarla, güclü konstruksiya və rahat planla inşa olunub. Yaşayış üçün tam hazır, sakit və nüfuzlu məhəllədə yerləşir. Evin planı və quruluşu 1-ci mərtəbə: 3 otaq Mətbəx Geniş foye Sanuzel 2-ci mərtəbə: 4 otaq Foye Sanuzel Zirzəmi: 1.70 m hündürlükdə Qaraj və saxlama sahəsi üçün uyğundur --- ⚙️ Texniki göstəricilər İsitmə sistemi: Kombi Su, qaz, işıq, internet daimidir Araqat: qalın beton monolit Divarlar: Qoşa daş Güclü fundament – istəsəniz 3-cü mərtəbə qaldırmaq mümkündür Həyətin yarısı betonlanıb, qarşısında meyvə ağacları var Asfalt yol, dayanacağa qısa məsafə Məktəb və baxça yaxınlığında Ümumi baxış Ev geniş həyəti, möhkəm tikintisi və müasir planı ilə ailə üçün ideal seçimdir. Mühit sakit, qonşuluq mədəni və rahatdır.",,Miras Group (Vasitəçi),(070) 311-95-61,29.12.2025,6175775,47,Bəli,Xeyr,40.37336527040737,49.835700083690874,2026-01-01T15:02:50.061319
suvelan,https://arenda.az/satilir-5-otaqli-bag-evi-xezer-rayonu-suvelan-xezer-rayonu-suvelan,Satılır Bağ evi,Bağ evi,235 000,235 000,"Biləcəri qəs., Binəqədi r.","Xəzər rayonu,Şüvəlan",5,,,,"Şüvəlanın sakit və prestijli ərazisində bağ evi SATILIR! Tam hazır – Köç və yaşa! Ünvan: Şüvəlan qəsəbəsi Bağ evi – 5 geniş və işıqlı otaq Ev haqqında: Təmirli və yaşayış üçün tam hazır Keyfiyyətli mətbəx mebeli Əşyalı – alandan sonra əlavə xərclər yoxdur! Geniş balkon – istirahət və səhər qəhvəsi üçün ideal Kondisioner ilə təchiz olunub Kommunikasiya sistemi: Daimi qaz, su, işıq Su çəni – su problemi yoxdur Ərazi: Sakit, elit və infrastruktura yaxın Geniş həyət, maşın saxlamaq üçün yer",,Miras Group (Vasitəçi),(077) 300-04-28,29.12.2025,8556103,45,Bəli,Xeyr,,,2026-01-01T15:02:50.501232
186,https://arenda.az/satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-masazir-gulaga-memmedov-kucesi-186,Satılır Həyət evi/villa,Həyət evi/villa,135 000,135 000,"Masazır, Abşeron r.",Gülağa Məmmədov küçəsi 186,3,110,,,"Evin tikintisində keyfiyyətli materiallardan istifadə olunub; qoşa daşla tikilib; kürsülüdür, hündürlüyü 1.8 m; kanalizasiya sistemi; su, qaz, işıq; telefon, internet mövcuddur. Həyətdə 2 ədəd su çəni var;","Təmirli, Qaz, Su, İşıq, Telefon, İnternet, Kombi",Ruslan (Əmlak sahibi),(070) 294-90-25,31.12.2025,1258589,410,Bəli,Bəli,40.47877342053195,49.757517884463596,2026-01-01T15:02:50.986449
